sales_person,country,product,date,amount,boxes_shipped
Beverie Moffet,India,Choco Coated Almonds,,3911.69,254
Madelene Upcott,UK,Smooth Sliky Salty,2024-04-03,16733.76,88
Gigi Bohling,India,Eclairs,,3916.92,74
Rafaelita Blaksland,Australia,Organic Choco Syrup,,1082.69,106
Oby Sorrel,New Zealand,White Choc,2024-10-06,4822.33,42
Andria Kimpton,UK,Drinking Coco,,1827.45,66
Kelci Walkden,India,Milk Bars,,1142.41,111
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,,6290.89,232
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-04-03,5616.01,43
Barr Faughny,New Zealand,After Nines,,11250.69,91
Beverie Moffet,UK,Almond Choco,,2799.42,104
Oby Sorrel,Australia,Raspberry Choco,,1157.88,114
Dennison Crosswaite,USA,Raspberry Choco,,7049.32,273
Roddy Speechley,Canada,Orange Choco,2024-09-02,9460.50,84
Mallorie Waber,Canada,Orange Choco,,4173.73,175
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-01-02,4005.08,150
Mallorie Waber,India,Drinking Coco,2024-07-03,4650.58,143
Ches Bonnell,UK,White Choc,2024-03-01,3814.56,220
Ches Bonnell,USA,White Choc,2024-11-02,6321.35,325
Dennison Crosswaite,New Zealand,Orange Choco,,5245.53,144
Dotty Strutley,India,White Choc,,12998.67,317
Gigi Bohling,India,Manuka Honey Choco,2024-12-05,5932.12,79
Van Tuxwell,India,Spicy Special Slims,2024-11-04,6811.55,4
Jan Morforth,New Zealand,Mint Chip Choco,,21381.14,311
Dotty Strutley,New Zealand,White Choc,,8423.36,63
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-01-08,7951.43,109
Kaine Padly,USA,Milk Bars,,18389.10,62
Brien Boise,India,After Nines,,6555.46,45
Oby Sorrel,New Zealand,Raspberry Choco,,5129.71,270
Dennison Crosswaite,USA,Drinking Coco,2024-10-05,2399.02,149
Oby Sorrel,India,Eclairs,,6096.53,344
Ches Bonnell,New Zealand,Organic Choco Syrup,,8134.67,83
Gigi Bohling,UK,Baker's Choco Chips,,9969.65,449
Jan Morforth,Australia,50% Dark Bites,,3894.16,173
Beverie Moffet,Australia,Smooth Sliky Salty,,11533.35,491
Ches Bonnell,USA,Organic Choco Syrup,,8754.31,14
Brien Boise,Canada,Mint Chip Choco,,5475.65,194
Kaine Padly,UK,Orange Choco,,2252.94,196
Karlen McCaffrey,Australia,70% Dark Bites,,278.78,332
Gunar Cockshoot,Canada,Mint Chip Choco,2024-01-07,8936.91,442
Roddy Speechley,USA,Peanut Butter Cubes,,2010.22,144
Curtice Advani,Canada,Smooth Sliky Salty,2024-01-08,2901.91,12
Oby Sorrel,Australia,Milk Bars,,9231.31,278
Camilla Castle,New Zealand,Spicy Special Slims,,12744.67,26
Gigi Bohling,UK,Milk Bars,,1436.97,248
Andria Kimpton,Australia,85% Dark Bars,,4900.32,254
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,8263.11,129
Roddy Speechley,India,Caramel Stuffed Bars,,10139.68,552
Karlen McCaffrey,USA,Drinking Coco,,132.68,243
Andria Kimpton,Canada,Organic Choco Syrup,2024-04-01,9479.63,217
Jehu Rudeforth,Australia,Drinking Coco,,3114.84,65
Karlen McCaffrey,USA,Mint Chip Choco,,17866.48,58
Curtice Advani,New Zealand,Spicy Special Slims,2024-10-01,4651.03,494
Madelene Upcott,USA,White Choc,2024-04-05,14360.42,218
Andria Kimpton,USA,Spicy Special Slims,,2595.52,5
Barr Faughny,New Zealand,Fruit & Nut Bars,,1853.03,153
Oby Sorrel,Canada,Organic Choco Syrup,2024-05-07,1392.99,70
Madelene Upcott,UK,Organic Choco Syrup,,7943.17,174
Dotty Strutley,USA,Mint Chip Choco,,5552.79,272
Kelci Walkden,USA,Orange Choco,2024-03-02,1539.14,143
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-08-07,9117.77,154
Mallorie Waber,India,50% Dark Bites,,631.02,140
Van Tuxwell,New Zealand,Mint Chip Choco,,4486.37,104
Van Tuxwell,India,50% Dark Bites,,5591.29,132
Van Tuxwell,USA,Manuka Honey Choco,,2662.54,102
Wilone O'Kielt,USA,Orange Choco,,7481.93,38
Barr Faughny,New Zealand,Eclairs,,7418.41,31
Gigi Bohling,USA,After Nines,,1969.06,235
Barr Faughny,New Zealand,Mint Chip Choco,,7197.75,159
Dennison Crosswaite,Canada,85% Dark Bars,2024-01-08,11719.06,87
Beverie Moffet,New Zealand,Smooth Sliky Salty,,2755.14,63
Husein Augar,USA,White Choc,,2438.56,61
Andria Kimpton,Australia,Peanut Butter Cubes,,7661.86,144
Dennison Crosswaite,India,85% Dark Bars,,4886.15,23
Curtice Advani,UK,50% Dark Bites,2024-08-03,3572.26,156
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-09-03,6937.75,94
Oby Sorrel,Canada,Raspberry Choco,,1941.25,221
Gigi Bohling,UK,Drinking Coco,,6173.15,46
Kelci Walkden,India,Mint Chip Choco,,3105.45,116
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-12-08,3691.60,154
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324
Barr Faughny,USA,85% Dark Bars,,13497.17,49
Husein Augar,Canada,Eclairs,,4389.23,241
Jan Morforth,Australia,70% Dark Bites,2024-04-03,6310.98,366
Marney O'Breen,New Zealand,Fruit & Nut Bars,,9693.37,4
Ches Bonnell,UK,Peanut Butter Cubes,,2348.20,266
Kaine Padly,USA,Organic Choco Syrup,2024-11-03,2518.50,24
Camilla Castle,USA,Raspberry Choco,,3516.72,17
Brien Boise,New Zealand,Manuka Honey Choco,,16807.37,44
Jehu Rudeforth,New Zealand,After Nines,,1736.59,70
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168
Madelene Upcott,India,Mint Chip Choco,,4016.89,71
Jehu Rudeforth,India,Eclairs,,9642.62,140
Karlen McCaffrey,Canada,Raspberry Choco,2024-09-05,773.70,217
Kaine Padly,Australia,70% Dark Bites,2024-08-02,7852.03,240
Roddy Speechley,UK,70% Dark Bites,,1649.57,293
Rafaelita Blaksland,USA,Drinking Coco,,9333.45,78
Mallorie Waber,Canada,Manuka Honey Choco,2024-07-03,1540.11,117
Kaine Padly,Australia,Fruit & Nut Bars,,7840.94,82
Oby Sorrel,New Zealand,Organic Choco Syrup,,17102.97,267
Madelene Upcott,UK,99% Dark & Pure,,11496.42,49
Madelene Upcott,Australia,Mint Chip Choco,2024-02-05,3072.89,166
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,,3170.18,49
Karlen McCaffrey,Australia,After Nines,2024-11-08,2528.14,67
Marney O'Breen,UK,99% Dark & Pure,,8551.60,208
Gunar Cockshoot,Australia,50% Dark Bites,2024-02-03,13072.95,119
Marney O'Breen,Australia,Choco Coated Almonds,,11987.26,41
Kelci Walkden,New Zealand,Drinking Coco,2024-10-03,18385.44,116
Beverie Moffet,USA,85% Dark Bars,,14028.40,344
Roddy Speechley,USA,Eclairs,,4812.71,169
Dennison Crosswaite,UK,Milk Bars,2024-07-03,11963.91,446
Wilone O'Kielt,UK,Organic Choco Syrup,2024-12-07,5574.83,52
Madelene Upcott,USA,Orange Choco,,9205.15,144
Gunar Cockshoot,India,Smooth Sliky Salty,2024-02-03,4133.74,69
Marney O'Breen,New Zealand,85% Dark Bars,,1312.23,164
Marney O'Breen,UK,Manuka Honey Choco,2024-10-06,11735.75,185
Brien Boise,USA,99% Dark & Pure,,7650.76,358
Beverie Moffet,New Zealand,Mint Chip Choco,2024-09-06,4994.93,98
Dennison Crosswaite,USA,Milk Bars,2024-12-05,890.78,62
Gunar Cockshoot,USA,Drinking Coco,2024-09-05,4142.16,5
Brien Boise,Canada,Manuka Honey Choco,2024-09-08,7308.24,178
Van Tuxwell,India,Choco Coated Almonds,,6833.86,115
Andria Kimpton,USA,Caramel Stuffed Bars,2024-02-05,8878.27,47
Dotty Strutley,USA,99% Dark & Pure,2024-09-08,4134.93,307
Camilla Castle,Australia,Raspberry Choco,,6641.89,188
Gunar Cockshoot,India,Spicy Special Slims,,7117.30,174
Karlen McCaffrey,USA,Manuka Honey Choco,2024-01-02,11815.59,68
Camilla Castle,USA,50% Dark Bites,,6962.79,303
Madelene Upcott,UK,Choco Coated Almonds,,11786.42,147
Jan Morforth,Canada,Mint Chip Choco,2024-01-04,1200.19,224
Camilla Castle,Canada,70% Dark Bites,,10791.08,166
Ches Bonnell,India,Peanut Butter Cubes,,26170.95,224
Jan Morforth,India,Choco Coated Almonds,2024-12-08,2987.81,136
Gigi Bohling,Canada,Almond Choco,2024-01-02,11705.99,47
Rafaelita Blaksland,India,After Nines,2024-02-03,5256.03,201
Kelci Walkden,Australia,99% Dark & Pure,,3794.10,36
Dotty Strutley,Australia,Spicy Special Slims,,9655.30,97
Brien Boise,USA,Milk Bars,2024-07-07,16001.54,133
Mallorie Waber,New Zealand,Mint Chip Choco,,1386.10,104
Beverie Moffet,UK,99% Dark & Pure,2024-10-08,3821.76,122
Beverie Moffet,USA,Peanut Butter Cubes,,15722.43,351
Brien Boise,New Zealand,White Choc,,6287.25,340
Marney O'Breen,USA,Baker's Choco Chips,,9831.97,9
Kelci Walkden,USA,Spicy Special Slims,,90.36,73
Mallorie Waber,Canada,White Choc,2024-03-03,3799.50,71
Kaine Padly,Australia,Almond Choco,,4674.20,422
Oby Sorrel,USA,Smooth Sliky Salty,2024-04-03,4011.83,169
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,,4920.68,380
Jan Morforth,Canada,Caramel Stuffed Bars,2024-02-08,10049.72,118
Oby Sorrel,USA,Baker's Choco Chips,2024-12-08,8485.10,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,,6030.31,351
Kelci Walkden,Australia,Orange Choco,,13331.77,443
Marney O'Breen,Australia,Manuka Honey Choco,2024-05-04,15245.95,233
Kaine Padly,Canada,Manuka Honey Choco,,11618.55,133
Jehu Rudeforth,UK,Baker's Choco Chips,,2629.59,98
Kelci Walkden,Australia,White Choc,,10089.49,168
Curtice Advani,India,85% Dark Bars,,308.24,402
Kaine Padly,USA,Eclairs,,7978.76,10
Gunar Cockshoot,UK,99% Dark & Pure,2024-07-03,8.16,84
Beverie Moffet,UK,Choco Coated Almonds,2024-04-03,3303.13,73
Dotty Strutley,Canada,Manuka Honey Choco,,13959.74,113
Kaine Padly,Australia,Milk Bars,2024-09-06,4251.42,91
Jan Morforth,Canada,Fruit & Nut Bars,,9885.53,217
Jan Morforth,India,Smooth Sliky Salty,2024-03-08,12864.47,93
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-03-08,5245.60,144
Jehu Rudeforth,UK,Milk Bars,2024-03-05,14345.50,219
Husein Augar,Canada,After Nines,,11462.19,288
Roddy Speechley,USA,50% Dark Bites,2024-11-02,11667.94,306
Van Tuxwell,India,Almond Choco,,7455.17,383
Kelci Walkden,USA,50% Dark Bites,,7203.64,234
Madelene Upcott,Canada,85% Dark Bars,,8081.58,105
Dennison Crosswaite,Canada,Smooth Sliky Salty,,2055.40,485
Mallorie Waber,Australia,Spicy Special Slims,,6476.09,304
Ches Bonnell,Canada,Choco Coated Almonds,,17490.08,289
Gigi Bohling,Canada,Spicy Special Slims,2024-04-07,13644.00,281
Roddy Speechley,New Zealand,Almond Choco,,2930.46,70
Curtice Advani,India,Smooth Sliky Salty,,22717.09,143
Ches Bonnell,New Zealand,Mint Chip Choco,,9471.72,248
Van Tuxwell,New Zealand,Fruit & Nut Bars,,3400.47,92
Andria Kimpton,New Zealand,Mint Chip Choco,,10696.21,201
Andria Kimpton,UK,Milk Bars,2024-11-02,17101.67,307
Camilla Castle,USA,Manuka Honey Choco,,18936.88,180
Gunar Cockshoot,New Zealand,Almond Choco,2024-05-01,6015.37,136
Brien Boise,India,Raspberry Choco,,7623.58,162
Jehu Rudeforth,USA,99% Dark & Pure,2024-04-01,2996.83,227
Beverie Moffet,Australia,Fruit & Nut Bars,,1718.97,260
Gigi Bohling,Canada,Milk Bars,2024-10-02,3523.33,114
Dotty Strutley,India,Spicy Special Slims,2024-12-08,1092.36,209
Gunar Cockshoot,USA,Organic Choco Syrup,2024-10-08,2495.71,310
Kelci Walkden,Australia,Raspberry Choco,2024-07-06,813.41,58
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,2489.06,81
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-05-04,5701.35,201
Wilone O'Kielt,USA,50% Dark Bites,,5084.32,126
Andria Kimpton,India,50% Dark Bites,,15789.48,16
Madelene Upcott,USA,Baker's Choco Chips,,6541.75,141
Jehu Rudeforth,Australia,99% Dark & Pure,,11409.11,217
Jan Morforth,Australia,Mint Chip Choco,,19258.41,99
Oby Sorrel,New Zealand,Milk Bars,2024-12-01,5074.86,201
Brien Boise,UK,Almond Choco,,115.90,120
Kelci Walkden,India,Smooth Sliky Salty,2024-01-02,2797.19,9
Rafaelita Blaksland,UK,Eclairs,,1608.04,75
Gigi Bohling,USA,Smooth Sliky Salty,,2960.99,133
Curtice Advani,New Zealand,Mint Chip Choco,,3703.51,260
Curtice Advani,USA,Mint Chip Choco,,5679.57,285
Madelene Upcott,New Zealand,Fruit & Nut Bars,,6764.17,20
Karlen McCaffrey,India,85% Dark Bars,,1108.85,87
Ches Bonnell,Australia,Caramel Stuffed Bars,,9477.32,160
Kelci Walkden,USA,Fruit & Nut Bars,,5301.93,155
Kelci Walkden,Canada,Peanut Butter Cubes,2024-08-04,8041.25,43
Gigi Bohling,Canada,Drinking Coco,2024-06-07,3716.17,89
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222
Jan Morforth,New Zealand,Organic Choco Syrup,2024-02-03,1928.33,217
Gigi Bohling,New Zealand,Raspberry Choco,2024-09-08,1225.12,186
Dennison Crosswaite,Australia,Milk Bars,2024-09-06,11326.55,296
Ches Bonnell,UK,Caramel Stuffed Bars,2024-02-06,3063.08,301
Van Tuxwell,USA,Fruit & Nut Bars,2024-05-07,7093.33,233
Andria Kimpton,Canada,Eclairs,2024-11-08,337.37,120
Madelene Upcott,India,Choco Coated Almonds,2024-11-02,3764.59,158
Kelci Walkden,New Zealand,Spicy Special Slims,2024-11-08,695.32,68
Roddy Speechley,Australia,Drinking Coco,2024-12-05,14609.99,111
Wilone O'Kielt,USA,Milk Bars,,5298.68,96
Andria Kimpton,India,Organic Choco Syrup,,4552.30,132
Madelene Upcott,UK,Fruit & Nut Bars,2024-05-01,9099.26,199
Curtice Advani,Australia,50% Dark Bites,,603.97,239
Brien Boise,Canada,Raspberry Choco,,3172.23,46
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74
Dennison Crosswaite,India,Mint Chip Choco,,15201.56,142
Barr Faughny,India,Caramel Stuffed Bars,2024-04-01,7912.62,106
Brien Boise,India,Milk Bars,,14190.78,269
Beverie Moffet,UK,Spicy Special Slims,,9327.08,259
Barr Faughny,USA,Almond Choco,2024-03-02,434.42,83
Van Tuxwell,Canada,Raspberry Choco,,1497.58,132
Wilone O'Kielt,Australia,Baker's Choco Chips,,3124.74,155
Brien Boise,Australia,Milk Bars,,2356.21,54
Husein Augar,Australia,Fruit & Nut Bars,,8548.00,55
Madelene Upcott,Australia,Organic Choco Syrup,2024-05-07,12094.34,52
Van Tuxwell,India,White Choc,,2119.42,46
Gunar Cockshoot,Canada,After Nines,2024-04-08,3038.32,220
Jan Morforth,USA,Fruit & Nut Bars,,5187.72,382
Jan Morforth,Canada,After Nines,,5384.52,180
Barr Faughny,New Zealand,Manuka Honey Choco,,6575.07,249
Karlen McCaffrey,New Zealand,85% Dark Bars,,6350.37,59
Oby Sorrel,Australia,85% Dark Bars,,7488.06,28
Curtice Advani,Canada,Choco Coated Almonds,,6997.57,7
Kaine Padly,India,70% Dark Bites,,13081.57,324
Beverie Moffet,USA,White Choc,2024-11-03,5964.72,136
Ches Bonnell,New Zealand,After Nines,,6651.11,377
Husein Augar,India,Spicy Special Slims,,2606.11,31
Gunar Cockshoot,Canada,50% Dark Bites,2024-04-01,3615.98,24
Curtice Advani,India,Milk Bars,2024-05-04,3658.27,210
Beverie Moffet,India,Milk Bars,,1997.46,314
Husein Augar,Australia,White Choc,2024-11-05,3618.67,213
Andria Kimpton,Canada,Manuka Honey Choco,,5538.85,492
Jan Morforth,New Zealand,Orange Choco,2024-11-02,1382.49,86
Andria Kimpton,Canada,Smooth Sliky Salty,2024-08-07,1223.79,81
Gunar Cockshoot,UK,Raspberry Choco,2024-11-08,8043.29,344
Husein Augar,New Zealand,After Nines,2024-04-08,6878.47,7
Andria Kimpton,New Zealand,Orange Choco,,9420.22,94
Dennison Crosswaite,UK,Baker's Choco Chips,,2516.34,293
Jehu Rudeforth,Canada,Orange Choco,,4334.75,529
Jehu Rudeforth,UK,Smooth Sliky Salty,,1588.49,111
Andria Kimpton,UK,Caramel Stuffed Bars,2024-07-06,8959.38,271
Jan Morforth,UK,White Choc,,9409.06,46
Dotty Strutley,USA,Fruit & Nut Bars,,3315.64,268
Kelci Walkden,UK,Choco Coated Almonds,,10920.70,210
Gunar Cockshoot,New Zealand,After Nines,2024-09-08,7605.55,154
Kaine Padly,Canada,85% Dark Bars,2024-06-04,1859.96,33
Jan Morforth,New Zealand,Manuka Honey Choco,,1743.87,259
Gunar Cockshoot,New Zealand,Raspberry Choco,,758.28,57
Van Tuxwell,Australia,99% Dark & Pure,,125.37,138
Curtice Advani,USA,Drinking Coco,2024-07-02,6170.75,149
Brien Boise,Australia,Spicy Special Slims,2024-09-05,6867.13,273
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6
Beverie Moffet,New Zealand,Organic Choco Syrup,,7402.04,231
Gunar Cockshoot,UK,50% Dark Bites,,2498.04,129
Marney O'Breen,USA,Raspberry Choco,,6873.56,152
Jehu Rudeforth,UK,White Choc,,2015.93,304
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-11-03,8077.51,95
Dotty Strutley,USA,85% Dark Bars,,11149.46,538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,,4739.39,236
Curtice Advani,India,Manuka Honey Choco,,1844.54,185
Mallorie Waber,USA,Peanut Butter Cubes,,1263.98,19
Van Tuxwell,Canada,Peanut Butter Cubes,,7527.84,306
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-11-03,12265.45,268
Rafaelita Blaksland,USA,Smooth Sliky Salty,,17662.05,230
Rafaelita Blaksland,USA,White Choc,,5520.00,120
Roddy Speechley,Canada,Smooth Sliky Salty,2024-07-03,10712.76,11
Curtice Advani,New Zealand,After Nines,2024-05-04,8416.80,29
Camilla Castle,India,85% Dark Bars,2024-04-05,9986.05,54
Ches Bonnell,USA,Choco Coated Almonds,2024-04-01,15629.82,89
Marney O'Breen,Australia,Baker's Choco Chips,,6224.33,100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-11-07,7736.85,95
Kaine Padly,Australia,Mint Chip Choco,,4860.75,162
Camilla Castle,New Zealand,Peanut Butter Cubes,,1754.64,62
Curtice Advani,Canada,Organic Choco Syrup,,897.13,24
Jan Morforth,India,99% Dark & Pure,,10607.29,182
Rafaelita Blaksland,Canada,Drinking Coco,2024-12-07,10772.00,192
Jan Morforth,UK,Orange Choco,,4116.96,203
Barr Faughny,New Zealand,50% Dark Bites,,5185.36,321
Curtice Advani,Australia,Eclairs,,6974.95,58
Jan Morforth,India,Caramel Stuffed Bars,2024-04-07,99.50,161
Andria Kimpton,UK,White Choc,2024-12-05,10203.47,109
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148
Madelene Upcott,Australia,Orange Choco,,7166.62,381
Roddy Speechley,Canada,Eclairs,2024-08-03,7026.54,95
Karlen McCaffrey,India,White Choc,,8265.32,251
Wilone O'Kielt,India,Mint Chip Choco,,1516.19,53
Andria Kimpton,UK,99% Dark & Pure,,1258.54,72
Marney O'Breen,UK,50% Dark Bites,,3506.38,126
Ches Bonnell,India,Choco Coated Almonds,2024-05-04,10969.00,83
Madelene Upcott,UK,Raspberry Choco,,8442.19,347
Wilone O'Kielt,Australia,50% Dark Bites,2024-03-08,11000.85,112
Gigi Bohling,Canada,White Choc,2024-11-07,6987.59,4
Wilone O'Kielt,New Zealand,Eclairs,2024-11-03,3735.00,21
Brien Boise,UK,Peanut Butter Cubes,2024-10-01,17346.79,32
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.20,349
Karlen McCaffrey,Australia,50% Dark Bites,,7642.94,778
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-08-07,10337.23,49
Jan Morforth,UK,Organic Choco Syrup,2024-12-04,1367.24,384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,,570.58,191
Ches Bonnell,UK,Choco Coated Almonds,2024-07-06,2012.27,259
Gunar Cockshoot,Canada,Almond Choco,,1469.24,29
Husein Augar,USA,99% Dark & Pure,,10020.18,113
Dennison Crosswaite,Canada,Mint Chip Choco,2024-08-04,1914.65,304
Brien Boise,UK,Manuka Honey Choco,,73.91,101
Van Tuxwell,UK,Baker's Choco Chips,,2794.33,21
Barr Faughny,Australia,Caramel Stuffed Bars,,3192.06,54
Dennison Crosswaite,USA,Eclairs,,2447.37,98
Gigi Bohling,Australia,Raspberry Choco,,7696.46,313
Dennison Crosswaite,USA,Organic Choco Syrup,,14731.55,132
Beverie Moffet,Canada,Orange Choco,2024-10-05,9321.64,111
Mallorie Waber,Australia,Choco Coated Almonds,,18473.63,88
Ches Bonnell,India,Caramel Stuffed Bars,,7437.55,54
Van Tuxwell,Canada,50% Dark Bites,2024-12-05,14581.33,58
Kelci Walkden,New Zealand,Baker's Choco Chips,,3389.96,115
Beverie Moffet,India,Spicy Special Slims,,3968.38,182
Gigi Bohling,Australia,Almond Choco,,1084.26,120
Rafaelita Blaksland,New Zealand,Eclairs,2024-07-02,20690.20,51
Kelci Walkden,Canada,Smooth Sliky Salty,,8929.57,121
Jan Morforth,India,Baker's Choco Chips,2024-01-08,15497.27,85
Jehu Rudeforth,Australia,Milk Bars,,9172.13,30
Gigi Bohling,Canada,Fruit & Nut Bars,,6093.61,104
Beverie Moffet,UK,Eclairs,,9144.79,156
Marney O'Breen,New Zealand,Eclairs,,5902.91,31
Husein Augar,Australia,99% Dark & Pure,,3277.47,131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-10-06,9759.53,424
Curtice Advani,Canada,70% Dark Bites,,2504.90,7
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-08-04,1527.99,107
Dotty Strutley,Australia,Baker's Choco Chips,2024-07-06,3767.49,65
Barr Faughny,Australia,85% Dark Bars,2024-10-02,9452.18,42
Beverie Moffet,Australia,50% Dark Bites,,764.63,441
Gunar Cockshoot,India,Baker's Choco Chips,,2432.75,535
Van Tuxwell,Australia,50% Dark Bites,,779.04,134
Oby Sorrel,USA,Manuka Honey Choco,,5050.53,85
Van Tuxwell,Canada,Choco Coated Almonds,,2727.35,293
Karlen McCaffrey,Canada,70% Dark Bites,,9089.21,602
Kelci Walkden,Canada,Fruit & Nut Bars,,881.49,152
Camilla Castle,India,99% Dark & Pure,2024-02-08,227.55,225
Madelene Upcott,New Zealand,70% Dark Bites,,14193.58,102
Mallorie Waber,New Zealand,Orange Choco,2024-01-02,7459.88,23
Jan Morforth,Canada,70% Dark Bites,,6578.55,312
Kelci Walkden,Australia,Milk Bars,,8975.44,137
Dennison Crosswaite,India,Orange Choco,,852.29,123
Husein Augar,UK,Eclairs,,1955.20,250
Gigi Bohling,USA,Peanut Butter Cubes,2024-09-05,323.29,72
Wilone O'Kielt,USA,Smooth Sliky Salty,,542.39,86
Curtice Advani,India,White Choc,2024-04-07,7666.62,347
Oby Sorrel,New Zealand,Spicy Special Slims,2024-03-06,1826.32,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,,11510.68,30
Dotty Strutley,New Zealand,99% Dark & Pure,2024-09-05,12263.85,223
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.60,108
Kelci Walkden,India,Drinking Coco,2024-04-07,8328.52,238
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98
Dotty Strutley,Australia,Almond Choco,,1754.11,95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,,2390.70,274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,,8546.72,41
Barr Faughny,Canada,Manuka Honey Choco,,4115.57,274
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-10-01,787.38,95
Brien Boise,USA,Manuka Honey Choco,,2095.78,8
Roddy Speechley,New Zealand,85% Dark Bars,,5220.80,267
Oby Sorrel,UK,Smooth Sliky Salty,,11264.45,340
Oby Sorrel,UK,Raspberry Choco,2024-08-04,5477.33,341
Roddy Speechley,USA,Drinking Coco,,3389.00,160
Andria Kimpton,Australia,Manuka Honey Choco,,11559.52,413
Mallorie Waber,India,Raspberry Choco,2024-02-03,1676.82,2
Jehu Rudeforth,USA,Orange Choco,,437.48,174
Kaine Padly,New Zealand,70% Dark Bites,,8487.63,40
Curtice Advani,Australia,After Nines,2024-11-08,71.99,101
Husein Augar,UK,Almond Choco,,9863.62,167
Kaine Padly,Canada,Choco Coated Almonds,,3468.53,166
Roddy Speechley,UK,Peanut Butter Cubes,,6770.35,173
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50
Brien Boise,India,85% Dark Bars,2024-09-08,21044.07,210
Brien Boise,New Zealand,Organic Choco Syrup,,677.38,327
Andria Kimpton,Canada,White Choc,,4368.01,29
Gigi Bohling,New Zealand,Orange Choco,,9866.20,306
Ches Bonnell,Canada,Smooth Sliky Salty,,10723.86,125
Husein Augar,Canada,70% Dark Bites,,5443.42,284
Barr Faughny,Canada,Organic Choco Syrup,2024-10-03,1312.35,200
Oby Sorrel,UK,Organic Choco Syrup,,8471.68,162
Van Tuxwell,New Zealand,Eclairs,2024-01-03,5774.60,178
Mallorie Waber,UK,Drinking Coco,,3780.02,97
Oby Sorrel,UK,Milk Bars,2024-11-07,6831.03,243
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-02-03,4834.51,63
Jehu Rudeforth,USA,Raspberry Choco,2024-04-03,8119.65,143
Kelci Walkden,UK,85% Dark Bars,,4811.88,242
Kelci Walkden,USA,Almond Choco,,5930.01,252
Marney O'Breen,Canada,Orange Choco,,3040.05,426
Dennison Crosswaite,India,Fruit & Nut Bars,,1126.87,23
Brien Boise,Canada,Smooth Sliky Salty,,6051.65,490
Barr Faughny,Canada,Baker's Choco Chips,2024-03-02,12279.35,162
Brien Boise,India,Smooth Sliky Salty,,7091.66,28
Jan Morforth,Australia,Drinking Coco,,3160.97,25
Brien Boise,India,Spicy Special Slims,,1408.28,35
Van Tuxwell,UK,Eclairs,,5776.61,114
Wilone O'Kielt,India,Caramel Stuffed Bars,,4890.59,274
Jehu Rudeforth,UK,After Nines,,2048.13,172
Barr Faughny,Canada,White Choc,,4590.46,1
Gunar Cockshoot,India,Organic Choco Syrup,2024-03-06,8665.99,162
Mallorie Waber,Canada,Smooth Sliky Salty,,2202.46,97
Mallorie Waber,India,Eclairs,2024-12-04,11720.11,48
Rafaelita Blaksland,Australia,Raspberry Choco,,7884.86,266
Karlen McCaffrey,UK,50% Dark Bites,2024-06-04,3857.88,303
Kaine Padly,Australia,50% Dark Bites,2024-02-08,10123.96,84
Gigi Bohling,Australia,Eclairs,2024-12-04,8170.88,137
Oby Sorrel,India,Drinking Coco,,19390.61,141
Van Tuxwell,New Zealand,Baker's Choco Chips,,10197.43,24
